a1b2c,36403,1,;48898,92.809704,24.841881;136960,92.809533,24.842036;
a1b2c,71624,0,92.809690,24.841999
a1b2c,132740,0,92.809403,24.841994
a1b2c,193957,0,92.809669,24.841878
a1b2c,255361,0,92.809524,24.841957
a1b2c,316222,0,92.808184,24.841690
a1b2c,374173,0,92.809392,24.841942
a1b2c,435127,0,92.809562,24.841862
a1b2c,496488,0,92.809632,24.841887
a1b2c,559356,0,92.809597,24.841885
a1b2c,613187,1,;576385,92.809597,24.841885;
a1b2c,647754,0,92.809601,24.841777
a1b2c,760697,1,;724497,92.809575,24.841956;
a1b2c,795779,0,92.808796,24.841570
a1b2c,856877,0,92.808563,24.841721
a1b2c,989444,0,92.809521,24.841987
a1b2c,1050539,0,92.809613,24.841908
a1b2c,1111603,0,92.809569,24.841904
a1b2c,1172460,0,92.809706,24.841977
a1b2c,1233820,0,92.809511,24.841979
a1b2c,1403151,0,92.809522,24.842122
a1b2c,1464112,0,92.809615,24.842059
a1b2c,1525273,0,92.809619,24.841951
a1b2c,1622755,0,92.809632,24.841790
a1b2c,1683410,0,92.809620,24.841956
a1b2c,1744277,0,92.809618,24.842028
a1b2c,1804837,0,92.809642,24.842010
a1b2c,1866665,0,92.809632,24.842078
a1b2c,1927143,0,92.809582,24.842075
a1b2c,1988112,0,92.809650,24.842043
a1b2c,2048783,0,92.809671,24.842028
a1b2c,2109784,0,92.809538,24.842267
a1b2c,2170587,0,92.809552,24.842140
a1b2c,2233151,0,92.809662,24.841945
a1b2c,2294166,0,92.809609,24.842016
a1b2c,2356259,0,92.809606,24.841982
a1b2c,2417229,0,92.809576,24.842007
a1b2c,2474777,0,92.809524,24.842085
a1b2c,2535336,0,92.809583,24.841953
a1b2c,2596597,0,92.809577,24.841963
a1b2c,2657457,0,92.809529,24.841987
a1b2c,2718530,0,92.809431,24.842082
a1b2c,2779302,0,92.809470,24.842117
a1b2c,2840386,0,92.809515,24.842087
a1b2c,2901594,0,92.809508,24.842045
a1b2c,2962653,0,92.809390,24.842124
a1b2c,3023348,0,92.809468,24.842033
a1b2c,3085311,0,92.809464,24.842001
a1b2c,3146089,0,92.809412,24.841954
a1b2c,3207077,0,92.809542,24.841993
a1b2c,3267813,0,92.809579,24.841994
a1b2c,3328885,0,92.809498,24.842005
a1b2c,3389451,0,92.809472,24.842055
a1b2c,3450528,0,92.809484,24.842040
a1b2c,3511289,0,92.809515,24.842013
a1b2c,3572445,0,92.809512,24.842011
a1b2c,3633006,0,92.809524,24.842013
a1b2c,3694086,0,92.809556,24.842019
a1b2c,74156,1,;37858,92.809471,24.842083;
a1b2c,108625,0,92.809541,24.842017
a1b2c,169787,0,92.809591,24.842107
a1b2c,230555,0,92.809598,24.841946
a1b2c,292414,0,92.809558,24.842024
a1b2c,352875,0,92.809528,24.842045
a1b2c,413933,0,92.809506,24.842041
a1b2c,474390,0,92.809464,24.842090
a1b2c,532538,0,92.809620,24.841946
a1b2c,593502,0,92.809545,24.842054
a1b2c,654662,0,92.809604,24.841981
a1b2c,716322,0,92.809635,24.842017
a1b2c,820581,1,;784325,92.809504,24.842106;
a1b2c,855150,0,92.809603,24.842080
a1b2c,28154,1,;151932,92.809545,24.842034;251631,92.809594,24.842042;313537,92.809409,24.842041;378294,92.809563,24.841914;
a1b2c,61037,0,92.809612,24.842069
a1b2c,224956,0,92.809383,24.842092
a1b2c,262951,1,;241949,92.809383,24.842092;
a1b2c,84087,0,92.809555,24.842006
a1b2c,182299,0,92.809627,24.842052
a1b2c,15268,1,;137621,92.809629,24.842378;161100,92.809457,24.842099;
a1b2c,221926,0,92.809514,24.842108
a1b2c,276215,0,92.809559,24.842063
a1b2c,372187,1,;345988,92.809541,24.841995;
a1b2c,407187,0,92.809573,24.842095
a1b2c,457747,0,92.809520,24.842209
a1b2c,508644,0,92.809480,24.842314
a1b2c,560553,0,92.809619,24.841996
a1b2c,611568,0,92.809577,24.842047
a1b2c,659723,0,92.809568,24.842060
a1b2c,707190,0,92.809596,24.842116
a1b2c,757667,0,92.809596,24.842028
a1b2c,808727,0,92.809580,24.842001
a1b2c,859200,0,92.809490,24.842077
a1b2c,910218,0,92.809589,24.842024
a1b2c,961200,0,92.809692,24.841997
a1b2c,1012436,0,92.809646,24.842079
